id,doctor_id,datetime,is_available
149,1,2025-03-04 8:30 AM,0
150,1,2025-03-04 9:00 AM,1
151,1,2025-03-04 9:30 AM,1
152,1,2025-03-04 10:00 AM,1
153,1,2025-03-04 10:30 AM,1
154,1,2025-03-04 11:00 AM,0
155,1,2025-03-04 11:30 AM,1
156,1,2025-03-04 12:00 PM,1
157,1,2025-03-04 12:30 PM,1
158,1,2025-03-04 1:00 PM,0
159,1,2025-03-04 1:30 PM,0
160,1,2025-03-04 2:00 PM,0
161,1,2025-03-04 2:30 PM,0
162,1,2025-03-04 3:00 PM,1
163,1,2025-03-04 3:30 PM,1
164,1,2025-03-04 4:00 PM,1
165,1,2025-03-04 4:30 PM,1
166,1,2025-03-04 5:00 PM,0
167,1,2025-03-04 5:30 PM,1
168,1,2025-03-05 8:00 AM,0
169,1,2025-03-05 8:30 AM,1
170,1,2025-03-05 9:00 AM,0
171,1,2025-03-05 9:30 AM,1
172,1,2025-03-05 10:00 AM,1
173,1,2025-03-05 10:30 AM,0
174,1,2025-03-05 11:00 AM,1
175,1,2025-03-05 11:30 AM,1
176,1,2025-03-05 12:00 PM,1
177,1,2025-03-05 12:30 PM,1
178,1,2025-03-05 1:00 PM,1
179,1,2025-03-05 1:30 PM,1
180,1,2025-03-05 2:00 PM,1
181,1,2025-03-05 2:30 PM,1
182,1,2025-03-05 3:00 PM,0
183,1,2025-03-05 3:30 PM,1
184,1,2025-03-05 4:00 PM,0
185,1,2025-03-05 4:30 PM,0
186,1,2025-03-05 5:00 PM,1
187,1,2025-03-05 5:30 PM,1
188,1,2025-03-06 8:00 AM,0
189,1,2025-03-06 8:30 AM,1
190,1,2025-03-06 9:00 AM,0
191,1,2025-03-06 9:30 AM,0
192,1,2025-03-06 10:00 AM,1
193,1,2025-03-06 10:30 AM,0
194,1,2025-03-06 11:00 AM,1
195,1,2025-03-06 11:30 AM,1
196,1,2025-03-06 12:00 PM,1
197,1,2025-03-06 12:30 PM,1
198,1,2025-03-06 1:00 PM,0
199,1,2025-03-06 1:30 PM,0
200,1,2025-03-06 2:00 PM,0
201,1,2025-03-06 2:30 PM,1
202,1,2025-03-06 3:00 PM,1
203,1,2025-03-06 3:30 PM,1
204,1,2025-03-06 4:00 PM,0
205,1,2025-03-06 4:30 PM,1
206,1,2025-03-06 5:00 PM,0
207,1,2025-03-06 5:30 PM,1
208,1,2025-03-07 8:00 AM,1
209,1,2025-03-07 8:30 AM,1
210,1,2025-03-07 9:00 AM,0
211,1,2025-03-07 9:30 AM,1
212,1,2025-03-07 10:00 AM,1
213,1,2025-03-07 10:30 AM,1
214,1,2025-03-07 11:00 AM,1
215,1,2025-03-07 11:30 AM,1
216,2,2025-03-01 8:00 AM,0
217,2,2025-03-01 8:30 AM,1
218,2,2025-03-01 9:00 AM,1
219,2,2025-03-01 9:30 AM,1
220,2,2025-03-01 10:00 AM,0
221,2,2025-03-01 10:30 AM,1
222,2,2025-03-01 11:00 AM,0
223,2,2025-03-01 11:30 AM,1
224,2,2025-03-01 12:00 PM,1
225,2,2025-03-01 12:30 PM,0
226,2,2025-03-01 1:00 PM,1
227,2,2025-03-01 1:30 PM,1
228,2,2025-03-01 2:00 PM,0
229,2,2025-03-01 2:30 PM,1
230,2,2025-03-01 3:00 PM,1
231,2,2025-03-01 3:30 PM,1
232,2,2025-03-01 4:00 PM,1
233,2,2025-03-01 4:30 PM,0
234,2,2025-03-01 5:00 PM,1
235,2,2025-03-01 5:30 PM,0
236,2,2025-03-03 8:00 AM,1
237,2,2025-03-03 8:30 AM,0
238,2,2025-03-03 9:00 AM,0
239,2,2025-03-03 9:30 AM,1
240,2,2025-03-03 10:00 AM,1
241,2,2025-03-03 10:30 AM,1
242,2,2025-03-03 11:00 AM,1
243,2,2025-03-03 11:30 AM,1
244,2,2025-03-03 12:00 PM,1
245,2,2025-03-03 12:30 PM,1
246,2,2025-03-03 1:00 PM,1
247,2,2025-03-03 1:30 PM,0
248,2,2025-03-03 2:00 PM,1
249,2,2025-03-03 2:30 PM,0
250,2,2025-03-03 3:00 PM,1
251,2,2025-03-03 3:30 PM,1
252,2,2025-03-03 4:00 PM,1
253,2,2025-03-03 4:30 PM,1
254,2,2025-03-03 5:00 PM,0
255,2,2025-03-03 5:30 PM,0
256,2,2025-03-04 8:00 AM,1
257,2,2025-03-04 8:30 AM,0
258,2,2025-03-04 9:00 AM,0
259,2,2025-03-04 9:30 AM,0
260,2,2025-03-04 10:00 AM,1
261,2,2025-03-04 10:30 AM,1
262,2,2025-03-04 11:00 AM,0
263,2,2025-03-04 11:30 AM,1
264,2,2025-03-04 12:00 PM,1
265,2,2025-03-04 12:30 PM,1
266,2,2025-03-04 1:00 PM,1
267,2,2025-03-04 1:30 PM,0
268,2,2025-03-04 2:00 PM,1
269,2,2025-03-04 2:30 PM,1
270,2,2025-03-04 3:00 PM,0
271,2,2025-03-04 3:30 PM,1
272,2,2025-03-04 4:00 PM,0
273,2,2025-03-04 4:30 PM,1
274,2,2025-03-04 5:00 PM,1
275,2,2025-03-04 5:30 PM,1
276,2,2025-03-05 8:00 AM,1
277,2,2025-03-05 8:30 AM,1
278,2,2025-03-05 9:00 AM,1
279,2,2025-03-05 9:30 AM,1
280,2,2025-03-05 10:00 AM,1
281,2,2025-03-05 10:30 AM,0
282,2,2025-03-05 11:00 AM,1
283,2,2025-03-05 11:30 AM,0
284,2,2025-03-05 12:00 PM,1
285,2,2025-03-05 12:30 PM,0
286,2,2025-03-05 1:00 PM,1
287,2,2025-03-05 1:30 PM,1
288,2,2025-03-05 2:00 PM,1
289,2,2025-03-05 2:30 PM,1
290,2,2025-03-05 3:00 PM,1
291,2,2025-03-05 3:30 PM,0
292,2,2025-03-05 4:00 PM,0
293,2,2025-03-05 4:30 PM,1
294,2,2025-03-05 5:00 PM,0
295,2,2025-03-05 5:30 PM,1
296,2,2025-03-06 8:00 AM,1
297,2,2025-03-06 8:30 AM,1
298,2,2025-03-06 9:00 AM,0
299,2,2025-03-06 9:30 AM,1
300,2,2025-03-06 10:00 AM,0
301,2,2025-03-06 10:30 AM,1
302,2,2025-03-06 11:00 AM,0
303,2,2025-03-06 11:30 AM,1
304,2,2025-03-06 12:00 PM,1
305,2,2025-03-06 12:30 PM,0
306,2,2025-03-06 1:00 PM,1
307,2,2025-03-06 1:30 PM,1
308,2,2025-03-06 2:00 PM,0
309,2,2025-03-06 2:30 PM,0
310,2,2025-03-06 3:00 PM,0
311,2,2025-03-06 3:30 PM,1
312,2,2025-03-06 4:00 PM,0
313,2,2025-03-06 4:30 PM,1
314,2,2025-03-06 5:00 PM,0
315,2,2025-03-06 5:30 PM,1
316,2,2025-03-07 8:00 AM,0
317,2,2025-03-07 8:30 AM,1
318,2,2025-03-07 9:00 AM,1
319,2,2025-03-07 9:30 AM,0
320,2,2025-03-07 10:00 AM,1
321,2,2025-03-07 10:30 AM,1
322,2,2025-03-07 11:00 AM,1
323,2,2025-03-07 11:30 AM,1
324,3,2025-03-01 8:00 AM,1
325,3,2025-03-01 8:30 AM,0
326,3,2025-03-01 9:00 AM,1
327,3,2025-03-01 9:30 AM,0
328,3,2025-03-01 10:00 AM,1
329,3,2025-03-01 10:30 AM,0
330,3,2025-03-01 11:00 AM,1
331,3,2025-03-01 11:30 AM,0
332,3,2025-03-01 12:00 PM,1
333,3,2025-03-01 12:30 PM,0
334,3,2025-03-01 1:00 PM,1
335,3,2025-03-01 1:30 PM,1
336,3,2025-03-01 2:00 PM,1
337,3,2025-03-01 2:30 PM,1
338,3,2025-03-01 3:00 PM,1
339,3,2025-03-01 3:30 PM,0
340,3,2025-03-01 4:00 PM,0
341,3,2025-03-01 4:30 PM,1
342,3,2025-03-01 5:00 PM,1
343,3,2025-03-01 5:30 PM,1
344,3,2025-03-03 8:00 AM,1
345,3,2025-03-03 8:30 AM,1
346,3,2025-03-03 9:00 AM,0
347,3,2025-03-03 9:30 AM,0
348,3,2025-03-03 10:00 AM,1
349,3,2025-03-03 10:30 AM,0
350,3,2025-03-03 11:00 AM,1
351,3,2025-03-03 11:30 AM,0
352,3,2025-03-03 12:00 PM,0
353,3,2025-03-03 12:30 PM,1
354,3,2025-03-03 1:00 PM,1
355,3,2025-03-03 1:30 PM,1
356,3,2025-03-03 2:00 PM,1
357,3,2025-03-03 2:30 PM,0
358,3,2025-03-03 3:00 PM,1
359,3,2025-03-03 3:30 PM,1
360,3,2025-03-03 4:00 PM,1
361,3,2025-03-03 4:30 PM,1
362,3,2025-03-03 5:00 PM,0
363,3,2025-03-03 5:30 PM,0
364,3,2025-03-04 8:00 AM,1
365,3,2025-03-04 8:30 AM,1
366,3,2025-03-04 9:00 AM,0
367,3,2025-03-04 9:30 AM,0
368,3,2025-03-04 10:00 AM,1
369,3,2025-03-04 10:30 AM,0
370,3,2025-03-04 11:00 AM,0
371,3,2025-03-04 11:30 AM,1
372,3,2025-03-04 12:00 PM,0
373,3,2025-03-04 12:30 PM,0
374,3,2025-03-04 1:00 PM,1
375,3,2025-03-04 1:30 PM,0
376,3,2025-03-04 2:00 PM,0
377,3,2025-03-04 2:30 PM,1
378,3,2025-03-04 3:00 PM,0
379,3,2025-03-04 3:30 PM,1
380,3,2025-03-04 4:00 PM,0
381,3,2025-03-04 4:30 PM,1
382,3,2025-03-04 5:00 PM,0
383,3,2025-03-04 5:30 PM,1
384,3,2025-03-05 8:00 AM,1
385,3,2025-03-05 8:30 AM,1
386,3,2025-03-05 9:00 AM,1
387,3,2025-03-05 9:30 AM,1
388,3,2025-03-05 10:00 AM,0
389,3,2025-03-05 10:30 AM,1
390,3,2025-03-05 11:00 AM,1
391,3,2025-03-05 11:30 AM,0
392,3,2025-03-05 12:00 PM,1
393,3,2025-03-05 12:30 PM,1
394,3,2025-03-05 1:00 PM,1
395,3,2025-03-05 1:30 PM,1
396,3,2025-03-05 2:00 PM,1
397,3,2025-03-05 2:30 PM,1
398,3,2025-03-05 3:00 PM,1
399,3,2025-03-05 3:30 PM,1
400,3,2025-03-05 4:00 PM,0
401,3,2025-03-05 4:30 PM,1
402,3,2025-03-05 5:00 PM,1
403,3,2025-03-05 5:30 PM,1
404,3,2025-03-06 8:00 AM,0
405,3,2025-03-06 8:30 AM,1
406,3,2025-03-06 9:00 AM,1
407,3,2025-03-06 9:30 AM,1
408,3,2025-03-06 10:00 AM,0
409,3,2025-03-06 10:30 AM,1
410,3,2025-03-06 11:00 AM,1
411,3,2025-03-06 11:30 AM,1
412,3,2025-03-06 12:00 PM,0
413,3,2025-03-06 12:30 PM,1
414,3,2025-03-06 1:00 PM,1
415,3,2025-03-06 1:30 PM,0
416,3,2025-03-06 2:00 PM,0
417,3,2025-03-06 2:30 PM,0
418,3,2025-03-06 3:00 PM,0
419,3,2025-03-06 3:30 PM,0
420,3,2025-03-06 4:00 PM,1
421,3,2025-03-06 4:30 PM,1
422,3,2025-03-06 5:00 PM,0
423,3,2025-03-06 5:30 PM,1
424,3,2025-03-07 8:00 AM,1
425,3,2025-03-07 8:30 AM,0
426,3,2025-03-07 9:00 AM,1
427,3,2025-03-07 9:30 AM,1
428,3,2025-03-07 10:00 AM,1
429,3,2025-03-07 10:30 AM,1
430,3,2025-03-07 11:00 AM,1
431,3,2025-03-07 11:30 AM,1
432,4,2025-03-01 8:00 AM,1
433,4,2025-03-01 8:30 AM,1
434,4,2025-03-01 9:00 AM,1
435,4,2025-03-01 9:30 AM,1
436,4,2025-03-01 10:00 AM,1
437,4,2025-03-01 10:30 AM,0
438,4,2025-03-01 11:00 AM,0
439,4,2025-03-01 11:30 AM,1
440,4,2025-03-01 12:00 PM,0
441,4,2025-03-01 12:30 PM,1
442,4,2025-03-01 1:00 PM,0
443,4,2025-03-01 1:30 PM,1
444,4,2025-03-01 2:00 PM,1
445,4,2025-03-01 2:30 PM,1
446,4,2025-03-01 3:00 PM,0
447,4,2025-03-01 3:30 PM,1
448,4,2025-03-01 4:00 PM,1
449,4,2025-03-01 4:30 PM,0
450,4,2025-03-01 5:00 PM,1
451,4,2025-03-01 5:30 PM,1
452,4,2025-03-03 8:00 AM,1
453,4,2025-03-03 8:30 AM,0
454,4,2025-03-03 9:00 AM,1
455,4,2025-03-03 9:30 AM,1
456,4,2025-03-03 10:00 AM,1
457,4,2025-03-03 10:30 AM,0
458,4,2025-03-03 11:00 AM,0
459,4,2025-03-03 11:30 AM,1
460,4,2025-03-03 12:00 PM,1
461,4,2025-03-03 12:30 PM,0
462,4,2025-03-03 1:00 PM,0
463,4,2025-03-03 1:30 PM,1
464,4,2025-03-03 2:00 PM,1
465,4,2025-03-03 2:30 PM,1
466,4,2025-03-03 3:00 PM,1
467,4,2025-03-03 3:30 PM,1
468,4,2025-03-03 4:00 PM,0
469,4,2025-03-03 4:30 PM,1
470,4,2025-03-03 5:00 PM,0
471,4,2025-03-03 5:30 PM,1
472,4,2025-03-04 8:00 AM,0
473,4,2025-03-04 8:30 AM,1
474,4,2025-03-04 9:00 AM,0
475,4,2025-03-04 9:30 AM,1
476,4,2025-03-04 10:00 AM,1
477,4,2025-03-04 10:30 AM,0
478,4,2025-03-04 11:00 AM,1
479,4,2025-03-04 11:30 AM,1
480,4,2025-03-04 12:00 PM,0
481,4,2025-03-04 12:30 PM,1
482,4,2025-03-04 1:00 PM,1
483,4,2025-03-04 1:30 PM,0
484,4,2025-03-04 2:00 PM,1
485,4,2025-03-04 2:30 PM,1
486,4,2025-03-04 3:00 PM,0
487,4,2025-03-04 3:30 PM,1
488,4,2025-03-04 4:00 PM,0
489,4,2025-03-04 4:30 PM,1
490,4,2025-03-04 5:00 PM,1
491,4,2025-03-04 5:30 PM,0
492,4,2025-03-05 8:00 AM,1
493,4,2025-03-05 8:30 AM,1
494,4,2025-03-05 9:00 AM,1
495,4,2025-03-05 9:30 AM,1
496,4,2025-03-05 10:00 AM,1
497,4,2025-03-05 10:30 AM,1
498,4,2025-03-05 11:00 AM,1
